custid,dropperc,KPI_DeviceSat,mins,consecmonths,long,dataperc,KPI_NetworkQual,income,age,bill,datause,calls,education,servcalls,kids,churn_Y,prob
854319,0.0183066361556064,0.0216369744735049,437,21,23,0.24169921875,0.6453962520000001,78.8,38,84.59,990,90,11,0,0,0,0.4054416428637089
444703,0.03603603603603602,0.0209916703083228,333,22,21,0.32958984375,0.83990507,73.2,47,132.15,2025,47,9,0,1,0,0.4570576143979054
256550,0.0136752136752137,0.0216645009697815,585,39,30,0.4267578125,0.590359394,77.4,36,160.59,874,105,9,0,2,0,0.28755828421790763
200606,0.0263157894736842,0.0154654153070133,342,31,22,0.040283203125,0.518515331,64.0,56,129.74,165,77,13,0,2,0,0.4579046364095593
792794,0.0323624595469256,0.0232721303863431,309,42,15,0.0953776041666667,0.504723331,94.2,54,106.57,586,64,11,0,2,1,0.5021037674885539
134503,0.0172661870503597,0.0072391728399379,695,18,35,0.458984375,0.7603546409999999,47.5,38,105.92,940,68,9,0,1,0,0.3709145241249562
490233,0.014827018121911001,0.0246958191413872,607,27,31,0.56494140625,0.20612906399999997,98.2,44,53.65,1157,91,8,0,1,0,0.43197303792626146
444448,0.0125448028673835,0.0257763169127366,558,31,31,0.791015625,0.570390095,65.4,45,107.32,1620,81,12,0,1,0,0.28139166019364326
774125,0.0196463654223969,0.0132523640050618,509,35,27,0.26611328125,0.37397117799999996,12.4,36,118.86,545,99,8,0,1,0,0.42763575939564186
272365,0.0217391304347826,0.0168044456533144,414,33,22,0.0224609375,0.739349272,80.4,32,118.49,138,77,7,0,1,0,0.47473538717074093
444826,0.0276595744680851,0.0212706460871373,470,34,27,0.11002604166666699,0.494816793,87.6,48,46.52,676,63,9,0,0,1,0.5066615082744049
115329,0.0151260504201681,0.0214772109861313,595,30,37,0.0257161458333333,0.480705402,73.3,28,147.61,158,67,11,0,1,0,0.46743882421454547
148486,0.0221130221130221,0.0223114578270746,407,35,21,0.0509440104166667,0.82300172,56.9,22,138.14,313,67,6,0,0,0,0.500163517948929
675026,0.0275,0.0171013604358651,400,27,21,0.2919921875,0.771366181,47.0,47,133.74,598,75,12,0,1,0,0.47291671191242535
277582,0.0243445692883895,0.0132744386875459,534,44,27,0.326904296875,0.7603546409999999,56.1,40,113.44,1339,70,10,0,0,0,0.4727985126394167
120514,0.0113636363636364,0.0257312878642035,528,22,27,0.129231770833333,0.83990507,59.5,48,82.32,794,22,10,0,2,0,0.2601691791641843
170275,0.019559902200488997,0.0127886674944387,409,19,29,0.55615234375,0.549088394,90.6,36,117.71,1139,110,11,0,0,0,0.3805605042330158
187187,0.0391061452513966,0.014617283448146001,358,30,18,0.21826171875,0.6952925190000001,93.0,44,108.77,894,60,10,0,1,1,0.507936514088123
837617,0.0222222222222222,0.0104932132125778,450,35,27,0.0,0.595898673,47.1,45,84.16,0,75,9,0,4,0,0.44643294055522537
3651,0.0189393939393939,0.0152146751178284,528,25,27,0.5673828125,0.37397117799999996,53.2,38,123.14,1162,73,11,0,0,0,0.4196079769921471
788090,0.013986013986014,0.0051289071037109715,429,11,23,0.125244140625,0.465253994,77.9,40,129.66,513,48,10,0,0,0,0.3802641654591229
960071,0.0206422018348624,0.0112057710218504,436,20,26,0.248209635416667,0.5766812729999999,74.6,51,171.15,1525,49,9,0,3,0,0.3967747820183627
175256,0.0155555555555556,0.0266391357889785,450,17,26,0.166259765625,0.8077399609999999,61.3,55,53.26,681,21,10,0,1,0,0.41130203777484825
431954,0.0256410256410256,0.0109556714683646,429,34,21,0.321044921875,0.6952925190000001,87.9,46,131.65,1315,79,11,0,0,0,0.47413711287394106
931354,0.00896860986547085,0.00899861673854725,446,22,25,0.232259114583333,0.504723331,57.0,49,51.42,1427,86,12,0,1,0,0.21977495762387264
225731,0.0273972602739726,0.0215072462962018,438,19,22,0.3818359375,0.20612906399999997,65.3,41,123.62,1564,40,9,0,0,0,0.420669538958547
529805,0.0166666666666667,0.0177307051701464,660,30,42,0.185791015625,0.467185722,94.4,28,52.37,761,37,9,0,3,0,0.4576338324463585
389543,0.0130505709624796,0.0126940727545609,613,23,34,0.5732421875,0.180675803,69.7,31,118.8,1174,128,10,0,1,0,0.2190500759298829
681631,0.0223325062034739,0.0143131396451026,403,26,20,0.08251953125,0.753356481,64.5,50,115.05,338,59,13,0,1,0,0.45474884334320076
38282,0.0167714884696017,0.0249315909609829,477,35,24,0.09765625,0.531512605,50.8,44,119.68,400,62,9,0,0,0,0.4481413017807799
755553,0.0185810810810811,0.0145712177882126,592,42,31,0.203125,0.688403005,95.7,36,92.34,416,60,12,0,1,0,0.4558635687808869
217272,0.0202205882352941,0.00618422756189086,544,36,28,0.11572265625,0.740149873,75.0,58,100.17,237,113,10,0,0,0,0.4758012337878444
883925,0.0290556900726392,0.0135030241005358,413,24,23,0.90380859375,0.303557093,93.4,39,147.18,1851,61,6,0,2,0,0.45474208151441375
686299,0.018348623853211003,0.0262715693590163,436,11,22,0.209716796875,0.676293785,64.0,43,138.43,859,88,9,0,1,0,0.397063764833384
239143,0.0157068062827225,0.0198906224209987,573,40,29,0.3173828125,0.649688725,65.6,46,117.27,1300,36,9,0,2,0,0.4470856153464024
845228,0.015695067264574,0.0169681531783012,446,41,25,0.5966796875,0.666347695,42.1,42,74.87,1222,76,11,0,1,0,0.4269868530077853
38606,0.0210325047801147,0.0161968976019669,523,35,30,0.069580078125,0.6453962520000001,94.2,48,169.38,285,66,9,0,1,0,0.47703861671785497
251767,0.0138888888888889,0.0150525611137289,504,35,26,0.56591796875,0.72866274,58.2,40,96.28,1159,85,8,0,1,0,0.44759646284038024
402421,0.0416666666666667,0.0260222854541485,264,31,30,0.2578125,0.771366181,86.1,27,123.41,528,69,8,0,2,1,0.5551521732802323
366585,0.0195227765726681,0.0112940965325397,461,10,25,0.375,0.20612906399999997,74.1,50,100.59,768,89,5,0,2,0,0.36306981636823216
750705,0.025462962962963,0.0127955337114912,432,30,22,0.270263671875,0.7022373940000001,77.7,58,138.32,1107,118,10,0,1,0,0.4659957835161358
205278,0.0199115044247788,0.0219791319383609,452,23,23,0.54248046875,0.7140736990000001,59.9,40,104.88,1111,48,9,0,2,0,0.40358547351954166
980934,0.0180327868852459,0.00635021153401722,610,24,32,0.156005859375,0.82300172,70.4,50,111.0,639,86,5,0,2,0,0.44293167841398723
350004,0.0188034188034188,0.0211221699700944,585,28,29,0.47802734375,0.494816793,89.2,54,143.23,979,42,12,0,0,0,0.4465075094120037
752743,0.0143626570915619,0.0197460252346039,557,23,33,0.0418294270833333,0.45787048399999997,52.9,35,123.26,257,57,14,0,1,0,0.4002750139867607
35331,0.0138888888888889,0.0190168922989248,504,21,31,0.17236328125,0.699822899,71.0,49,126.73,1059,65,7,0,1,0,0.41224924432143223
847461,0.0254237288135593,0.0163873805873374,472,14,26,0.47021484375,0.68596116,61.0,40,98.31,963,85,10,0,1,0,0.4142917928865231
312852,0.0404984423676012,0.0256444088386974,321,18,18,0.02685546875,0.696959938,89.8,28,138.24,110,88,9,0,0,0,0.4857177533927481
115036,0.0223048327137546,0.00774946541519262,538,37,46,0.261962890625,0.469283276,74.6,56,181.59,1073,86,11,0,0,0,0.46167921856768557
324186,0.0122448979591837,0.00974354132524907,490,24,24,0.09033203125,0.563376754,52.6,30,102.84,370,91,12,0,2,0,0.26930502293889924
508568,0.026431718061674,0.0188979550702521,454,37,24,0.4443359375,0.7603546409999999,71.5,45,95.81,910,101,9,0,1,0,0.47756526763233564
561259,0.0190839694656489,0.0072529625650111906,524,35,43,0.0,0.7603546409999999,81.3,42,123.61,0,78,11,0,2,0,0.45686085773286655
507662,0.0241635687732342,0.0168241371211963,538,18,27,0.09521484375,0.8077399609999999,81.2,28,61.94,585,63,10,0,1,0,0.4458804422004522
367914,0.0206896551724138,0.0163216841759724,435,14,23,0.234130859375,0.20612906399999997,46.0,46,103.94,959,85,7,0,2,0,0.3822701219364655
882062,0.016366612111293,0.0207137254833204,611,22,46,0.034912109375,0.47630560899999996,43.5,54,115.04,143,29,10,0,2,0,0.39531012074565614
361748,0.0119047619047619,0.0182227375877674,588,41,36,0.0,0.52729759,67.4,56,73.62,0,90,11,0,2,0,0.28868200599890304
791383,0.0230769230769231,0.0300647416660119,520,27,28,0.2099609375,0.494816793,90.8,35,94.39,860,62,11,0,1,1,0.5057805897719643
359442,0.0298507462686567,0.0208877966798405,402,25,23,0.0,0.72642769,84.4,56,122.14,0,58,7,0,1,1,0.5091471559913207
117110,0.0175879396984925,0.0266266852243628,398,19,20,0.55322265625,0.736806298,70.3,37,163.86,1133,84,9,0,1,0,0.39564931577095996
581468,0.0146252285191956,0.0218853032923,547,43,29,0.04345703125,0.83990507,83.9,38,101.09,178,59,10,0,1,0,0.48405833801212916
519609,0.0146443514644351,0.00672370935228209,478,16,41,0.1904296875,0.699822899,35.8,40,93.32,390,43,9,0,1,0,0.3744373293932756
399473,0.0148809523809524,0.0147652665156681,672,21,34,0.29541015625,0.7603546409999999,51.7,39,143.19,1210,98,7,0,1,0,0.3888250104269135
456826,0.020703933747411998,0.017064765753221,483,31,26,0.143798828125,0.649688725,69.1,39,145.19,589,96,7,0,0,0,0.4694633230877784
899093,0.0188034188034188,0.0209628357788087,585,31,37,0.11979166666666699,0.280732339,56.5,45,85.87,736,85,9,0,0,0,0.4459298978479146
433140,0.028169014084507005,0.0171781316669764,355,28,18,0.37890625,0.771366181,32.6,46,71.17,776,68,7,0,0,0,0.46643199774138694
981797,0.0072202166064982,0.0233235173910347,554,19,30,0.74072265625,0.586984301,47.5,48,131.06,1517,78,9,0,2,0,0.23225105530515716
835501,0.0153846153846154,0.0117610219076033,585,24,30,0.11832682291666699,0.856387665,82.3,38,111.07,727,52,8,0,0,0,0.46528476508740774
602693,0.0162454873646209,0.0184892029276896,554,20,30,0.333251953125,0.549088394,97.4,26,126.84,1365,34,12,0,4,0,0.40547676202060984
161441,0.0165745856353591,0.0268079135489895,543,31,27,0.01708984375,0.710411481,61.3,53,133.9,105,47,10,0,2,0,0.4727784915052789
471419,0.0211946050096339,0.0192346884307906,519,28,41,0.11767578125,0.180675803,77.4,44,170.42,723,52,7,0,1,0,0.4650954813023337
929943,0.0134099616858238,0.0225833776150401,522,31,29,0.188639322916667,0.37397117799999996,65.0,38,72.17,1159,38,5,0,3,0,0.2799785402841254
901118,0.0153550863723608,0.0125017683454864,521,33,26,0.40869140625,0.622294372,62.2,39,111.9,837,68,10,0,0,0,0.43004351771458177
764298,0.0349794238683128,0.0169619416267661,486,20,30,0.6162109375,0.637194809,70.3,30,162.83,1262,60,12,0,0,0,0.4472031592247385
511811,0.0321543408360129,0.0223059550977285,311,20,19,0.0909830729166667,0.535241194,53.9,45,131.74,559,56,9,0,1,0,0.42653228501801976
724567,0.0231362467866324,0.00812181761394875,389,38,32,0.178466796875,0.47733741799999996,19.9,26,120.27,731,102,9,0,0,0,0.45918768426388884
799449,0.0174672489082969,0.0184775287499643,458,20,25,0.165364583333333,0.126119755,120.8,39,69.99,1016,87,8,0,0,0,0.3956237491409875
584669,0.0191204588910134,0.0253769911138345,523,16,27,0.38134765625,0.57554101,77.0,22,114.74,781,60,9,0,0,0,0.4131351289720447
360776,0.009508716323296359,0.0193968195500005,631,23,33,0.0,0.590359394,85.4,34,126.11,0,90,8,0,2,0,0.2553589225136905
178666,0.0196078431372549,0.0170342051083131,459,29,23,0.28857421875,0.280732339,52.0,47,126.55,591,73,12,0,0,0,0.4187059769654369
511446,0.0157303370786517,0.0166980445360564,445,25,23,0.1328125,0.47733741799999996,61.3,38,143.07,544,61,11,0,2,0,0.43622999199753304
515896,0.0177619893428064,0.0258144314655229,563,38,32,0.0934244791666667,0.548771407,67.4,43,122.66,574,76,9,0,2,0,0.46674669521424794
264697,0.0189035916824197,0.016348924810167,529,37,26,0.6708984375,0.595898673,98.9,29,115.29,1374,63,12,0,1,0,0.45371413460690707
546494,0.0149625935162095,0.0166425100761798,401,29,29,0.3681640625,0.7140736990000001,82.4,39,119.67,1508,53,10,0,0,0,0.4383350029824856
390435,0.0195694716242661,0.0260473323580885,511,28,26,0.16162109375,0.755697721,85.8,37,82.17,993,64,13,0,2,0,0.49538806968882493
318302,0.0230414746543779,0.0177436403592693,434,28,44,0.0348307291666667,0.6952925190000001,67.0,39,145.28,214,72,12,0,1,0,0.48376094778760526
479708,0.0197530864197531,0.0193614887222597,405,23,21,0.31396484375,0.677932753,82.2,37,97.03,643,77,8,0,2,0,0.4020471880268443
664327,0.0284463894967177,0.0103819636366928,457,14,24,0.236083984375,0.7632305429999999,27.9,51,43.74,967,83,8,0,1,0,0.42284809614548474
931368,0.0281995661605206,0.0229701016630402,461,20,24,0.37255859375,0.578274481,76.2,40,139.84,763,87,9,0,1,0,0.43408583147294805
682173,0.0199637023593466,0.0217763208890174,551,20,28,0.7958984375,0.052555223,71.8,18,130.06,1630,55,11,0,0,0,0.4088312686908276
158093,0.013136288998358,0.0183142043917217,609,30,31,0.7177734375,0.280732339,84.7,46,37.19,1470,78,12,0,0,0,0.2698541330210183
456640,0.0218978102189781,0.0114048571290026,411,26,21,0.11458333333333301,0.5766812729999999,51.1,49,132.66,704,52,12,0,0,0,0.44245546234991595
947814,0.0364077669902913,0.00833113764900685,412,20,25,0.2919921875,0.7292331459999999,60.3,48,160.34,598,77,7,0,2,0,0.4276686591948118
154975,0.0250569476082005,0.0162092169992799,439,34,36,0.47119140625,0.480935685,64.6,30,110.22,965,117,9,0,1,0,0.46549611928045215
358631,0.0125,0.015950006456591004,640,15,32,0.230224609375,0.180675803,58.9,27,66.63,943,84,11,0,0,0,0.2374711045944659
875885,0.0198511166253102,0.0209713125849197,403,9,22,0.00520833333333333,0.180675803,38.9,53,129.1,32,29,12,0,1,0,0.3834751807299953
552977,0.01620029455081,0.0207552950564975,679,31,39,0.0574544270833333,0.666347695,69.1,55,134.1,353,73,7,0,1,0,0.4574185077116587
326748,0.0415512465373961,0.0223264180115538,361,28,19,0.088623046875,0.47733741799999996,87.1,24,81.34,363,77,8,0,1,1,0.5436293482118219
77488,0.0161550888529887,0.0088682153150419,619,38,32,0.1015625,0.856387665,90.4,59,91.77,416,81,5,0,1,0,0.43779959447209477
208037,0.0182232346241458,0.00928148124828315,439,22,22,0.146240234375,0.548771407,71.6,36,101.64,599,55,11,0,0,0,0.3802641654591229
814420,0.0274599542334096,0.0143968195500004,437,27,24,0.13525390625,0.696959938,40.3,38,65.35,554,78,9,0,2,0,0.4837863618241969
212486,0.0194931773879142,0.0229812616027869,513,14,32,0.0,0.691894965,62.1,36,97.45,0,65,7,0,0,0,0.43095064563142377
922628,0.014827018121911001,0.0113004516180784,607,17,32,0.3515625,0.7251544259999999,65.1,55,164.47,720,90,9,0,2,0,0.37573183776302926
586472,0.019438444924406002,0.0222107392165747,463,35,27,0.137044270833333,0.637194809,53.7,51,106.03,842,125,7,0,1,0,0.45733945194531955
473475,0.0332225913621262,0.0153188358546684,301,25,16,0.30777994791666696,0.649688725,67.6,38,119.45,1891,76,9,0,1,0,0.47827646842043975
324314,0.018000000000000002,0.0136121885901642,500,27,26,0.11181640625,0.465253994,66.0,58,123.52,229,75,8,0,0,0,0.43656381283482604
840797,0.026378896882494,0.00953188687506913,417,37,21,0.0,0.736806298,61.7,41,117.77,0,61,9,0,4,0,0.47273657238607586
560152,0.0155210643015521,0.0207642392663731,451,19,24,0.246337890625,0.480935685,110.8,23,112.59,1009,88,8,0,1,0,0.413093613217866
949534,0.0188034188034188,0.0214474315867137,585,35,31,0.192220052083333,0.6793432159999999,55.2,27,128.46,1181,95,7,0,2,0,0.4762753295455116
651029,0.02734375,0.018170744359957,512,29,29,0.0654296875,0.590359394,71.8,35,94.15,268,65,10,0,1,1,0.5161476583402697
137903,0.009273570324574959,0.019180577064339,647,22,33,0.222900390625,0.20612906399999997,78.0,42,141.71,913,100,6,0,1,0,0.2370239835738205
170165,0.0280373831775701,0.0195393017825253,428,32,24,0.30615234375,0.180675803,66.5,40,79.77,627,40,9,0,0,0,0.47253083989399436
311673,0.0196078431372549,0.0198701016630402,510,23,38,0.13525390625,0.68596116,61.9,51,76.66,277,59,12,0,2,0,0.41600280879284796
661201,0.00509337860780985,0.0259022002073661,589,28,33,0.17822265625,0.787542904,71.8,41,113.52,730,58,7,0,1,0,0.3135473918666697
205145,0.0213464696223317,0.0159641848627448,609,26,32,0.0,0.764495202,100.6,42,160.01,0,79,10,0,1,1,0.49394857448898494
974346,0.0287081339712919,0.0130642446538675,418,28,21,0.35107421875,0.480935685,85.5,35,150.16,1438,66,9,0,0,0,0.47708033185079884
216121,0.0121527777777778,0.0169128591411497,576,20,31,0.14208984375,0.688403005,74.3,57,132.69,873,59,10,0,2,0,0.2460522879317045
630076,0.0214424951267057,0.0156487298507446,513,34,29,0.154541015625,0.7292331459999999,114.8,49,99.89,633,47,7,0,2,0,0.48587517223888027
151932,0.0316622691292876,0.0229054143365704,379,23,19,0.43505859375,0.494816793,41.7,50,150.32,891,30,11,0,1,0,0.41324979771508485
303176,0.0285087719298246,0.0207305074520255,456,36,24,0.0462239583333333,0.753356481,70.7,33,95.0,284,56,13,0,2,1,0.5174246535544076
887524,0.0132547864506627,0.0159262943975644,679,24,45,0.33154296875,0.280732339,85.0,44,94.79,679,87,11,0,1,0,0.26194630099185834
794130,0.0156918687589158,0.015931965490377,701,23,37,0.0965169270833333,0.713182599,75.0,23,96.66,593,83,7,0,1,0,0.4198109066734695
945727,0.032520325203252,0.010587138958745999,369,24,19,0.9365234375,0.753356481,62.8,57,118.9,1918,100,8,0,2,0,0.47493278378622705
656323,0.0164744645799012,0.0121347048269,607,21,31,0.0706380208333333,0.494816793,66.0,44,105.17,434,34,9,0,0,0,0.3867117985153836
41051,0.01417004048583,0.0249943215968403,494,29,26,0.464111328125,0.494816793,62.5,56,121.79,1901,56,9,0,2,0,0.4347409941072063
142181,0.0199667221297837,0.0116383489141724,601,28,38,0.24169921875,0.67244134,57.3,36,118.06,990,70,8,0,2,0,0.4540544279770914
890763,0.0155367231638418,0.0136251744702199,708,23,40,0.02197265625,0.692426419,85.7,41,93.61,45,60,8,0,0,0,0.40714572918749514
808458,0.0143112701252236,0.0152861398940312,559,31,28,0.486328125,0.67244134,91.5,37,107.64,996,65,11,0,1,0,0.4410170193859848
968705,0.0225806451612903,0.0155844617805561,620,24,43,0.0330403645833333,0.570390095,66.3,32,143.1,203,107,10,0,0,0,0.4754229711930718
723232,0.0185185185185185,0.0178188643931782,540,30,28,0.1552734375,0.180675803,55.9,45,92.55,954,44,9,0,3,0,0.43417921360838735
616673,0.0165441176470588,0.0224626936865868,544,24,35,0.0693359375,0.771366181,31.2,49,93.42,426,75,8,0,0,0,0.46718394158267973
13083,0.0240700218818381,0.0132226678669496,457,18,28,0.0,0.7603546409999999,88.1,40,108.36,0,60,12,0,1,0,0.42359790469644415
434742,0.0244399185336049,0.0184900748592653,491,39,39,0.09619140625,0.504723331,56.8,42,99.72,197,67,8,0,2,0,0.4861525664426694
672745,0.0188034188034188,0.0177987188999519,585,36,32,0.7763671875,0.787542904,83.5,41,148.79,1590,34,11,0,1,0,0.4647768926066538
180048,0.0134907251264755,0.00730613378021289,593,31,36,0.2802734375,0.494816793,58.0,56,119.17,1148,59,12,0,1,0,0.2599783047774072
345204,0.0153061224489796,0.0167708305122347,588,18,37,0.4755859375,0.57554101,83.6,47,133.76,974,92,10,0,0,0,0.38252080320592385
967781,0.0250481695568401,0.0115017756034994,519,8,27,0.1025390625,0.480935685,70.7,41,155.23,420,106,13,0,1,0,0.4216888088659708
195804,0.0160427807486631,0.00702748383668035,374,25,20,0.130696614583333,0.740975301,40.7,53,61.1,803,79,8,0,3,0,0.41509368024748505
787418,0.0189075630252101,0.0201415996959643,476,23,28,0.3408203125,0.696959938,94.2,33,147.49,698,80,10,0,0,0,0.397078393454222
841507,0.0200445434298441,0.0214721452903336,449,28,24,0.7216796875,0.20612906399999997,75.7,60,155.74,1478,66,11,0,1,0,0.41739844114794067
160030,0.0240740740740741,0.0230911396572898,540,30,30,0.43017578125,0.20612906399999997,53.9,24,136.22,881,44,6,0,0,0,0.46637820046274264
274975,0.0207006369426752,0.0110093211962345,628,28,32,0.141357421875,0.504723331,83.6,36,114.51,579,76,12,0,1,0,0.4645580877210933
443079,0.0231362467866324,0.0220521582300738,389,42,21,0.2529296875,0.592689247,62.0,40,49.06,1036,83,9,0,2,0,0.4769699046693449
990478,0.0169491525423729,0.0208436403592693,472,21,29,0.241536458333333,0.504723331,75.1,63,112.87,1484,98,10,0,0,0,0.37939891897564704
